Artist Name,Content Name,Feature Name,Event Start Timestamp,Genre
Несогласие,Давай купим кагор,for_you / recently_played / album_detail / playlist_detail,2020-07-16 11:57:35.745000+00:00,Indie Rock
Бумажные города,Краш / Мудак,for_you / recently_played / album_detail / playlist_detail,2020-07-16 12:02:40.609000+00:00,Pop
Jack Harlow,WHATS POPPIN,radio / grouping,2020-07-19 14:08:19.463000+00:00,Hip Hop/Rap
YoungBoy Never Broke Again,Hot Now,radio / grouping,2020-07-19 14:08:22.027000+00:00,Hip Hop/Rap
Lil Mosey,Blueberry Faygo,radio / grouping,2020-07-19 14:12:54.501000+00:00,Hip Hop/Rap
DaBaby,Baby Sitter (feat. Offset),radio / grouping,2020-07-19 14:15:39.479000+00:00,Hip Hop/Rap
Lil Wayne,I Do It (feat. Big Sean & Lil Baby),radio / grouping,2020-07-19 14:18:17.706000+00:00,Hip Hop/Rap
J. Cole,MIDDLE CHILD,radio / grouping,2020-07-19 14:21:21.770000+00:00,Hip Hop/Rap
Roddy Ricch,High Fashion (feat. Mustard),radio / grouping,2020-07-19 14:24:55.175000+00:00,Hip Hop/Rap
Drake,Money In The Grave (feat. Rick Ross),radio / grouping,2020-07-19 14:28:35.735000+00:00,Hip Hop/Rap
Don Toliver,After Party,radio / grouping,2020-07-19 14:32:01.060000+00:00,Hip Hop/Rap
Baby Keem,ORANGE SODA,radio / grouping,2020-07-19 14:34:48.941000+00:00,Hip-Hop
Rod Wave,Heart on Ice (Remix),radio / grouping,2020-07-19 14:39:54.968000+00:00,Hip Hop/Rap
Toosii,Truth Be Told,radio / grouping,2020-07-19 14:43:09.701000+00:00,Hip Hop/Rap
Young Thug,Diamonds (feat. Gunna),radio / grouping,2020-07-19 14:45:50.905000+00:00,Hip Hop/Rap
Nicki Minaj,Yikes,radio / grouping,2020-07-19 14:49:21.680000+00:00,Hip Hop/Rap
Young T & Bugsey,Don't Rush (feat. Headie One),radio / grouping,2020-07-19 14:51:59.554000+00:00,Hip Hop/Rap
Trippie Redd,Mac 10 (feat. Lil Baby & Lil Duke),radio / grouping,2020-07-19 14:55:28.167000+00:00,Hip Hop/Rap
Flipp Dinero,How I Move (feat. Lil Baby),radio / grouping,2020-07-19 14:57:34.080000+00:00,Hip Hop/Rap
Pop Smoke,Shake the Room (feat. Quavo),radio / grouping,2020-07-19 15:09:27.062000+00:00,Hip Hop/Rap
Polo G,Pop Out (feat. Lil Tjay),radio / grouping,2020-07-19 15:18:09.023000+00:00,Hip Hop/Rap
"Travis Scott, JACKBOYS",OUT WEST (feat. Young Thug),radio / grouping,2020-07-19 15:29:35.188000+00:00,Hip Hop/Rap
"Quality Control, Lil Baby, DaBaby",Baby,radio / grouping,2020-07-19 16:48:14.518000+00:00,Hip Hop/Rap
Qveen Herby,Vitamins,search / artist_detail,2020-07-21 17:03:13.842000+00:00,R&B/Soul
LATEXFAUNA,Kosmos,search / artist_detail,2020-07-21 17:14:12.535000+00:00,Pop
The Hatters,No Rules,search / artist_detail,2020-07-21 17:25:34.564000+00:00,Folk-Rock
"Little Big, Руки Вверх",Слэмятся пацаны,search,2020-07-21 17:37:30.846000+00:00,Pop
"YoungBoy Never Broke Again, Juice WRLD",Bandit,for_you / recently_played,2020-07-21 18:12:59.261000+00:00,Hip Hop/Rap
"Roddy Ricch, Mustard",Ballin’,for_you / recently_played,2020-07-21 18:16:07.135000+00:00,Hip Hop/Rap
Jet,Are You Gonna Be My Girl,search / artist_detail,2020-08-03 20:13:11.343000+00:00,Rock
Cheap Girls,Cored to Empty,for_you / music_reco_module / album_detail,2020-08-19 15:25:49.627000+00:00,Rock
Reptaliens,Olive Boy,for_you / music_reco_module / album_detail,2020-08-21 17:20:06.806000+00:00,Indie Rock
Cowgirl Clue,Cherry Jubilee,for_you / recently_played / album_detail / artist_detail / artist_detail,2020-08-21 17:33:45.728000+00:00,Pop
"Whatever, Dad",Warsh_Tippy and Zelda,for_you / music_reco_module / album_detail,2020-08-24 17:08:06.547000+00:00,Indie Rock
Захар Май,Нахуй!,search / artist_detail,2020-08-24 17:21:01.250000+00:00,Pop
Jay Electronica,A.P.I.D.T.A.,library / playlist_detail,2020-08-25 07:12:37.554000+00:00,Hip Hop/Rap
The Clash,Should I Stay or Should I Go,search / playlist_detail,2020-08-26 15:25:40.365000+00:00,Punk
Wang Chung,Everybody Have Fun Tonight,search / playlist_detail,2020-08-26 15:25:58.504000+00:00,Soundtrack
Esthetic Education,Machine,for_you / music_reco_module / album_detail,2020-08-29 13:20:14.393000+00:00,Rock
D12,Shit on You (feat. Eminem),search,2020-08-30 17:07:02.579000+00:00,Hip Hop/Rap
Talking Heads,Memories Can't Wait,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:13:44.808000+00:00,Rock
Pixies,Gouge Away,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:13:49.466000+00:00,Alternative
Ride,Like a Daydream,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:13:57.486000+00:00,Rock
The Beatles,Sexy Sadie,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:14:10.350000+00:00,Rock
R.E.M.,Finest Worksong,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:18:38.911000+00:00,Alternative
David Bowie,Ashes To Ashes (Single Version) [2014 Remastered Version],for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:18:44.351000+00:00,Pop
DJ Shadow,Six Days,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:20:38.635000+00:00,Electronic
U2,The Unforgettable Fire,for_you / recently_played / album_detail / artist_detail / playlist_detail,2020-08-30 18:20:46.910000+00:00,Rock
"Moritz von Oswald, Juan Atkins",Electric Garden,search / album_detail,2020-08-31 07:09:26.784000+00:00,Electronic
Cybotron,Clear,search / album_detail / artist_detail / album_detail / playlist_detail,2020-08-31 07:38:42.805000+00:00,Dance
Juan Atkins,The Mission,search / album_detail / artist_detail / album_detail / playlist_detail,2020-08-31 07:41:09.103000+00:00,Pop
The Egyptian Lover,Future Tech (feat. Juan Atkins),search / album_detail / artist_detail / album_detail / playlist_detail,2020-08-31 07:42:32.804000+00:00,Electronic
Mick Jagger,God Gave Me Everything,search / artist_detail / artist_detail,2020-08-31 10:44:55.616000+00:00,Rock
"The Jacksons, Mick Jagger, Michael Jackson",Beat It / State of Shock,search / artist_detail / playlist_detail,2020-08-31 13:41:35.018000+00:00,Pop
"Mick Jagger, David Bowie",Dancing In the Street,search / artist_detail / playlist_detail,2020-08-31 13:41:36.534000+00:00,Rock
Queen,Under Pressure (feat. David Bowie),search / artist_detail / playlist_detail / artist_detail,2020-08-31 13:42:12.909000+00:00,Soundtrack
The Velvet Underground,White Light/White Heat,search / artist_detail / playlist_detail,2020-08-31 13:49:34.761000+00:00,Rock
"Juan Atkins, Infiniti",Think Quick,for_you / recently_played / playlist_detail,2020-09-01 10:18:51.078000+00:00,Electronic
"Juan Atkins, Frequency",Industrial Metal,for_you / recently_played / playlist_detail,2020-09-01 11:11:43.028000+00:00,Trance
"Mick Jagger, Dave Stewart",Old Habits Die Hard,for_you / recently_played / playlist_detail,2020-09-01 11:35:17.425000+00:00,Soundtrack
Слава КПСС,"Плохие белые (feat. Ленина Пакет, Саша Скул & СД)",search / artist_detail,2020-09-02 11:06:15.876000+00:00,Hip Hop/Rap
Dire Straits,Sultans of Swing,for_you / playlist_detail / album_detail / playlist_detail,2020-09-03 07:57:25.637000+00:00,Rock
"Queen, David Bowie",Under Pressure,search / artist_detail,2020-09-03 14:10:11.468000+00:00,Rock
Bob Dylan,A Hard Rain's A-Gonna Fall,search / artist_detail / playlist_detail,2020-09-03 15:54:43.609000+00:00,Rock
Iggy Pop,Lust For Life,search / artist_detail,2020-09-03 19:01:59.136000+00:00,Rock
"Jarvis Cocker, Iggy Pop",Red Right Hand,search / artist_detail,2020-09-03 19:09:06.030000+00:00,Alternative
Iggy & The Stooges,I Got a Right,search / artist_detail / playlist_detail,2020-09-03 19:16:40.700000+00:00,Rock
СУПЕРКОЗЛЫ,Я трахнул дочь мента,for_you / music_reco_module / album_detail,2020-09-04 13:14:18.416000+00:00,Punk
Grimes,Genesis,for_you / recently_played / playlist_detail,2020-09-04 16:20:08.167000+00:00,Electronic
Yaeji,Raingurl,for_you / recently_played / playlist_detail,2020-09-04 16:24:23.330000+00:00,Electronic
Disclosure,Latch (feat. Sam Smith),for_you / recently_played / playlist_detail,2020-09-04 16:28:20.621000+00:00,Electronic
ODESZA,Sun Models (feat. Madelyn Grant),for_you / recently_played / playlist_detail,2020-09-04 16:32:37.614000+00:00,Electronic
Ashnikko,Cry (feat. Grimes),for_you / playlist_detail / artist_detail,2020-09-04 16:34:19.424000+00:00,Pop
BADBADNOTGOOD,Goodbye Blue (feat. Jonah Yano),for_you / music_reco_module / playlist_detail,2020-09-08 09:53:57.984000+00:00,Jazz
Matt Maltese,Rom-Com Gone Wrong,for_you / music_reco_module / album_detail,2020-09-08 17:24:11.068000+00:00,Alternative
beabadoobee,1999,for_you / music_reco_module / album_detail,2020-09-09 07:26:01.065000+00:00,Alternative
"Увула, Пасош",Искать себя,search,2020-09-13 14:37:19.731000+00:00,Rock
Noel Gallagher's High Flying Birds,In The Heat Of The Moment,search / artist_detail,2020-09-13 18:00:02.451000+00:00,Adult Alternative
The Police,Every Breath You Take,search / artist_detail,2020-09-15 07:20:38.145000+00:00,Rock
Joji,Pretty Boy (feat. Lil Yachty),search / artist_detail / album_detail,2020-09-28 09:39:23.332000+00:00,Alternative
"Joji, BENEE",Afterthought,search / artist_detail / album_detail,2020-09-28 09:44:46.726000+00:00,Alternative
"Joji, Diplo",Daylight,search / artist_detail / album_detail,2020-09-28 10:01:28.177000+00:00,Alternative
Aerosmith,Walk This Way,for_you / music_reco_module / playlist_detail,2020-09-28 16:20:29.238000+00:00,Hard Rock
Heart,Barracuda,for_you / music_reco_module / playlist_detail,2020-09-28 16:27:26.896000+00:00,Rock
Van Halen,Hot for Teacher,for_you / music_reco_module / playlist_detail,2020-09-28 16:28:15.047000+00:00,Hard Rock
25/17,Поколения (feat. HASH TAG & Хаски),search / album_detail / artist_detail / artist_see_all,2020-09-28 19:26:42.117000+00:00,Alternative Rap
Playboi Carti,Lean 4 Real (feat. Skepta),search / artist_detail,2020-09-29 17:37:24.575000+00:00,Hip Hop/Rap
Skepta,Shutdown,search / artist_detail / album_detail,2020-09-29 17:37:33.601000+00:00,Hip Hop/Rap
Slaves,Where's Your Car Debbie?,search / artist_detail / playlist_detail,2020-09-29 17:39:15.276000+00:00,Alternative
Obongjayar,Adjacent Heart,search / artist_detail,2020-09-29 17:45:02.200000+00:00,Hip Hop/Rap
"Slaves, Mike D.",Consume Or Be Consumed,search / artist_detail / artist_see_all,2020-09-29 18:12:35.852000+00:00,Rock
"Slaves, Baxter Dury",Steer Clear,search / artist_detail / artist_see_all,2020-09-29 18:12:38.726000+00:00,Rock
Eric Burdon,When I Was Young,for_you / music_reco_module / playlist_detail,2020-10-03 18:38:22.837000+00:00,Pop
Jefferson Airplane,Somebody to Love,for_you / music_reco_module / playlist_detail,2020-10-03 18:39:15.094000+00:00,Rock
Buffalo Springfield,For What It's Worth,for_you / music_reco_module / playlist_detail,2020-10-03 18:48:15.537000+00:00,Rock
Traffic,Withering Tree,for_you / music_reco_module / album_detail,2020-10-05 19:38:52.677000+00:00,Rock
Научно-технический Рэп,Папа может в си,search / artist_detail,2020-10-11 11:31:41.243000+00:00,Hip Hop/Rap
Deep Purple,Fireball,for_you / music_reco_module / playlist_detail,2020-10-11 11:54:20.243000+00:00,Hard Rock
Santana,Everybody's Everything,for_you / music_reco_module / playlist_detail,2020-10-11 11:54:50.435000+00:00,Rock
"YG, Tyga, Santana",MAMACITA,for_you / playlist_detail / artist_detail,2020-10-11 11:55:01.380000+00:00,Hip Hop/Rap
Procol Harum,A Whiter Shade of Pale,for_you,2020-10-14 13:46:41.750000+00:00,Oldies
Love,Alone Again Or (2015 Remastered Version),for_you,2020-10-14 14:06:12.504000+00:00,Rock
The Beach Boys,Heroes and Villains,for_you,2020-10-14 14:09:29.761000+00:00,Rock
Van Morrison,Brown Eyed Girl,for_you,2020-10-14 14:15:15.264000+00:00,Rock
Moby Grape,Omaha,for_you,2020-10-14 14:26:34.773000+00:00,Rock
Strawberry Alarm Clock,Incense and Peppermint,for_you,2020-10-14 14:31:51.774000+00:00,Rock
The Blues Magoos,(We Ain't Got) Nothin' Yet,for_you,2020-10-14 14:34:42.615000+00:00,Rock
Vanilla Fudge,You Keep Me Hangin' On,for_you,2020-10-14 14:40:16.278000+00:00,Rock
The Electric Prunes,I Had Too Much to Dream (Last Night),for_you / recently_played / playlist_detail,2020-10-15 07:17:21.968000+00:00,Rock
"Janis Joplin, Big Brother & The Holding Company",Down On Me,for_you / recently_played / playlist_detail,2020-10-15 07:23:24.410000+00:00,Rock
"The Amboy Dukes, Ted Nugent",Baby Please Don't Go,for_you / recently_played / playlist_detail,2020-10-15 07:24:20.152000+00:00,Rock
Human Beinz,Nobody but Me,for_you,2020-10-15 10:53:43.993000+00:00,Rock
Country Joe & The Fish,Not So Sweet Martha Lorraine,for_you,2020-10-15 10:53:43.993000+00:00,Rock
Eric Burdon & The Animals,Monterey,for_you,2020-10-15 10:53:46.259000+00:00,Rock
The Grass Roots,Let's Live For Today,for_you,2020-10-15 10:58:27.759000+00:00,Rock
Пирятин,Арта,search,2020-10-15 18:04:31.455000+00:00,Rock
ДахаБраха,Монах,search / artist_detail,2020-10-15 18:09:33.656000+00:00,World
"Тарас Чубай, Плач Єремії",Вона,search,2020-10-15 18:26:41.631000+00:00,Singer/Songwriter
JILLZAY,"Бар ""2 лесбухи"" (feat. Magg '98, Cheenah, Benz, Скриптонит, 104, Truwer & Kolyaolya)",search,2020-10-15 18:30:04.105000+00:00,Hip Hop/Rap
Gruppa Skryptonite,Podruga,search,2020-10-15 18:34:06.588000+00:00,Alternative
Болат Нуримов,Зын Зын,search,2020-10-15 18:35:41.714000+00:00,Dance
alyona alyona,Мамо,search / artist_detail / artist_see_all,2020-10-15 18:47:17.179000+00:00,Hip Hop/Rap
Хамерман Знищує Віруси,Блять,search / artist_detail / artist_see_all,2020-10-15 18:54:55.311000+00:00,Electronica
Basta,"Сансара (feat. Диана Арбенина, Александр Ф. Скляр, Сергей Бобунец, Sunsay, Скриптонит & Ант)",search / artist_detail / artist_see_all,2020-10-15 18:56:46.960000+00:00,Hip Hop/Rap
Скриптонит,"Мультибрендовый (feat. 104, T-Fest & Niman)",search / artist_detail / artist_see_all,2020-10-15 18:58:03.858000+00:00,Hip Hop/Rap
104,В аду сегодня жарко (feat. Dose & Скриптонит),search / artist_detail / artist_see_all,2020-10-15 19:00:29.128000+00:00,Hip Hop/Rap
Гуф,Ice Baby,search / artist_detail / artist_see_all,2020-10-15 19:02:02.616000+00:00,Hip Hop/Rap
Noize MC,Выдыхай,search / artist_detail / artist_see_all,2020-10-15 19:03:02.012000+00:00,Hip Hop/Rap
Сметана Band,Месячные,search / artist_detail / artist_see_all,2020-10-15 19:08:34.566000+00:00,Rock
Дурной Вкус,Пластинки,search,2020-10-15 19:10:09.735000+00:00,Alternative
Neil Young,Southern Man,for_you / music_reco_module / playlist_detail,2020-10-16 11:30:13.426000+00:00,Rock
Stephen Stills,Love the One You're With,for_you / music_reco_module / playlist_detail,2020-10-16 11:35:44.384000+00:00,Rock
"Crosby, Stills, Nash & Young",Woodstock,for_you / recently_played / playlist_detail,2020-10-16 16:17:54.368000+00:00,Rock
Mountain,Mississippi Queen,for_you / recently_played / playlist_detail,2020-10-16 16:21:56.063000+00:00,Rock
Sugarloaf,Green-Eyed Lady,for_you / recently_played / playlist_detail,2020-10-16 16:24:27.158000+00:00,Rock
The Guess Who,American Woman,for_you / recently_played / playlist_detail,2020-10-18 11:46:12.079000+00:00,Rock
"Crosby, Stills & Nash",Suite: Judy Blue Eyes,for_you / music_reco_module / playlist_detail,2020-10-21 16:55:56.107000+00:00,Rock
Oberhofer,I Could Go,search / artist_detail,2020-11-10 08:13:33.119000+00:00,Alternative
The Allman Brothers Band,Firing Line,listen_now,2020-11-10 08:31:43.573000+00:00,Jam Bands
Moloko,The Time Is Now,search / artist_detail / artist_detail / playlist_detail,2020-11-11 11:24:39.630000+00:00,Pop
Róisín Murphy,Orally Fixated,now_playing,2020-11-11 11:25:06.058000+00:00,Electronic
Stefano TT,6AM on Acid,search / curator_detail / playlist_detail,2020-11-12 07:04:12.792000+00:00,Electronic
Benki,Ascend,search / curator_detail / playlist_detail,2020-11-12 07:04:19.411000+00:00,Dance
Bass Drum Of Death,I Wanna Be Forgotten,listen_now / album_detail,2020-11-12 08:37:47.183000+00:00,Punk
Dorian Electra,"F the World (feat. The Garden, Quay Dash & d0llywood1)",listen_now / artist_detail / artist_see_all,2020-11-12 08:49:11.544000+00:00,Pop
Burl Ives,A Holly Jolly Christmas,browse,2020-11-23 10:23:19.812000+00:00,Holiday
Kelly Clarkson,Underneath the Tree,browse,2020-11-23 10:49:01.370000+00:00,Pop
Eagles,Please Come Home for Christmas,browse,2020-11-23 11:01:20.109000+00:00,Holiday
Chuck Berry,Run Rudolph Run,browse,2020-11-23 11:04:18.636000+00:00,Holiday
Doris Day,Here Comes Santa Claus (Down Santa Claus Lane),browse,2020-11-23 11:18:24.144000+00:00,Holiday
Judy Garland,Have Yourself A Merry Little Christmas,browse,2020-11-23 11:37:11.207000+00:00,Pop
Thurl Ravenscroft,You're a Mean One Mr. Grinch,browse,2020-11-23 11:39:59.583000+00:00,Christmas
Donny Hathaway,This Christmas,browse,2020-11-23 11:42:55.758000+00:00,R&B/Soul
"The Andrews Sisters, Bing Crosby",Mele Kalikimaka,browse,2020-11-23 11:46:46.736000+00:00,Vocal
Tony Bennett,Silver Bells,browse,2020-11-23 11:51:55.245000+00:00,Holiday
Stevie Wonder,Someday at Christmas,browse,2020-11-23 11:58:13.053000+00:00,Holiday
Kacey Musgraves,Rudolph the Red-Nosed Reindeer,browse,2020-11-23 12:05:31.893000+00:00,Holiday
"Yoko Ono, The Plastic Ono Band, John Lennon",Happy Xmas (War Is Over) [feat. The Harlem Community Choir],browse,2020-11-23 12:11:32.513000+00:00,Rock
Vince Guaraldi Trio,Christmas Time Is Here,browse,2020-11-23 12:14:56.361000+00:00,Christmas
Band Aid,Do They Know It's Christmas?,browse,2020-11-23 12:17:42.128000+00:00,Holiday
John Legend,"Baby, It's Cold Outside (feat. Kelly Clarkson)",browse,2020-11-23 13:46:54.405000+00:00,Christmas: R&B
Cayucas,High School Lover,browse / album_detail,2020-11-26 17:54:26.894000+00:00,Alternative
BRONCHO,Class Historian,search / artist_detail,2020-11-26 18:18:25.066000+00:00,Alternative
Песняры,Зачарованная Моя,listen_now / album_detail,2020-12-06 14:25:30.323000+00:00,World
Brilliantes del Vuelo,I Know That,for_you,2020-12-08 14:47:06.742000+00:00,World
Archy Marshall,Ammi Ammi (feat. Jamie Isaac),listen_now / album_detail,2020-12-10 21:15:26.201000+00:00,Alternative
"Myd, Mac DeMarco",Moving Men,browse,2020-12-14 19:52:52.017000+00:00,Electronica
Japanese Breakfast,Everybody Wants to Love You,browse,2020-12-14 20:19:44.534000+00:00,Alternative
Earl Sweatshirt,Chum,browse,2020-12-14 20:21:57.056000+00:00,Hip Hop/Rap
Charli XCX,Boys,browse,2020-12-14 20:26:00.388000+00:00,Pop
Santigold,Can't Get Enough of Myself (feat. B.C),browse,2020-12-14 20:28:43.437000+00:00,Alternative
Carly Rae Jepsen,Run Away with Me,browse,2020-12-14 20:53:17.118000+00:00,Pop
Rihanna,Sex with Me,browse,2020-12-14 20:57:28.304000+00:00,Pop
Animal Collective,My Girls,browse,2020-12-14 21:00:46.304000+00:00,Alternative
Ellie Goulding,Anything Could Happen,browse,2020-12-14 21:09:36.596000+00:00,Pop
FKA twigs,Two Weeks,browse,2020-12-14 21:14:22.711000+00:00,Electronic
SOPHIE,Immaterial,browse,2020-12-14 21:22:29.995000+00:00,Electronic
Kanye West,"Monster (feat. Jay-Z, Rick Ross, Nicki Minaj & Bon Iver)",browse,2020-12-14 21:26:22.995000+00:00,Hip Hop/Rap
Selena Gomez,Bad Liar,browse,2020-12-14 21:40:15.361000+00:00,Pop
Jai Paul,Str8 Outta Mumbai,browse,2020-12-15 09:22:24.802000+00:00,Pop
Jon Hopkins,Dawn Chorus,listen_now / playlist_detail,2020-12-15 11:23:51.924000+00:00,Electronic
Ryland James,Please Come Home For Christmas,search / playlist_detail,2020-12-20 18:13:30.364000+00:00,Holiday
Mannheim Steamroller,Carol of the Bells,for_you,2020-12-23 16:16:03.030000+00:00,Holiday
Céline Dion,O Holy Night,for_you,2020-12-23 16:32:15.953000+00:00,Pop
Gabby Barrett,The First Noel,for_you,2020-12-23 17:31:23.910000+00:00,Holiday
"Idina Menzel, Billy Porter",I Got My Love To Keep Me Warm,for_you,2020-12-23 17:51:45.592000+00:00,Holiday
Guy Lombardo & His Royal Canadians,Auld Lang Syne (Remastered),for_you,2020-12-23 18:05:39.289000+00:00,Christmas
Rascal Flatts,I'll Be Home for Christmas,for_you,2020-12-23 19:00:51.327000+00:00,Holiday
Курган & Agregat,Тусуйся,search / artist_detail,2020-12-27 21:28:06.330000+00:00,Hip Hop/Rap
прыгай киска,суки я в шлеме,search / artist_detail,2020-12-27 21:29:07.639000+00:00,Alternative Rap
Limp Bizkit,Behind Blue Eyes,search,2021-01-02 18:13:42.783000+00:00,Hard Rock
Shutups,That's a Long Time to Be on Fire,listen_now / album_detail,2021-01-03 14:38:48.845000+00:00,Alternative
